web-scraper-order,web-scraper-start-url,img-src,name,Socket,form factor,memory max,memory slots,color,price,link,link-href,rating
"1672962411-518","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","https://m.media-amazon.com/images/I/51Cv4QAFllL.jpg","Asus PRIME B660M-A WIFI D4","Socket / CPULGA1700","Form FactorMicro ATX","128","4","ColorSilver / Black","144.94","Asus PRIME B660M-A WIFI D4         (5)","https://es.pcpartpicker.com/product/gBJgXL/asus-prime-b660m-a-wifi-d4-micro-atx-lga1700-motherboard-prime-b660m-a-wifi-d4","null"
"1672962414-519","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/2b5ee6a5fc26c6bd5122dcbb7bd9f34b.256p.jpg","Asus TUF GAMING B560M-PLUS WIFI","Socket / CPULGA1200","Form FactorMicro ATX","128","4","ColorGold / Black","144.88","Asus TUF GAMING B560M-PLUS WIFI         (10)","https://es.pcpartpicker.com/product/d8KKHx/asus-tuf-gaming-b560m-plus-wifi-micro-atx-lga1200-motherboard-tuf-gaming-b560m-plus-wifi","null"
"1672962416-520","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/286e4d3a103ff85e019310dbf9f206e5.256p.jpg","Gigabyte B560M D3H","Socket / CPULGA1200","Form FactorMicro ATX","128","4","ColorBrown / Black","144.80","Gigabyte B560M D3H         (0)","https://es.pcpartpicker.com/product/VJTp99/gigabyte-b560m-d3h-micro-atx-lga1200-motherboard-b560m-d3h","null"
"1672962418-521","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/333c07026b775245b30842da88699979.256p.jpg","ASRock A520M-ITX/ac","Socket / CPUAM4","Form FactorMini ITX","64","2","ColorBlack / Silver","144.22","ASRock A520M-ITX/ac         (2)","https://es.pcpartpicker.com/product/zBn8TW/asrock-a520m-itxac-mini-itx-am4-motherboard-a520m-itxac","null"
"1672962421-522","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/a7d0d44430423408b16661ac2d5a3faa.256p.jpg","ASRock A320M-ITX","Socket / CPUAM4","Form FactorMini ITX","32","2","ColorBlack / Silver","144.18","ASRock A320M-ITX         (2)","https://es.pcpartpicker.com/product/6qWfrH/asrock-a320m-itx-mini-itx-am4-motherboard-a320m-itx","null"
"1672962423-523","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/2c906b6b28f46c1f69118d62e6826062.256p.jpg","ASRock B460M Steel Legend","Socket / CPULGA1200","Form FactorMicro ATX","128","4","ColorBlack / Silver","144.00","ASRock B460M Steel Legend         (4)","https://es.pcpartpicker.com/product/M6drxr/asrock-b460m-steel-legend-micro-atx-lga1200-motherboard-b460m-steel-legend","null"
"1672962426-524","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/d194f5096bf0c5c5abe41aff46406a4e.256p.jpg","Gigabyte Z590 UD AC","Socket / CPULGA1200","Form FactorATX","128","4","ColorBlack","143.73","Gigabyte Z590 UD AC         (2)","https://es.pcpartpicker.com/product/CJ8bt6/gigabyte-z590-ud-ac-atx-lga1200-motherboard-z590-ud-ac","null"
"1672962428-525","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/57e3b574940a31a818a28b8f6ae9da63.256p.jpg","ASRock Fatal1ty B360 Gaming K4","Socket / CPULGA1151","Form FactorATX","64","4","ColorBlack","143.63","ASRock Fatal1ty B360 Gaming K4         (1)","https://es.pcpartpicker.com/product/GjNv6h/asrock-fatal1ty-b360-gaming-k4-atx-lga1151-motherboard-b360-gaming-k4","null"
"1672962431-526","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/e1e72e970b56812d0c9a2cbc07764c62.256p.jpg","Biostar B360GT5S","Socket / CPULGA1151","Form FactorATX","64","4","ColorBlack","141.52","Biostar B360GT5S         (0)","https://es.pcpartpicker.com/product/rzF48d/biostar-b360gt5s-atx-lga1151-motherboard-b360gt5s","null"
"1672962433-527","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","https://m.media-amazon.com/images/I/51K+5rNV20L.jpg","Asus PRIME B560M-A","Socket / CPULGA1200","Form FactorMicro ATX","128","4","ColorSilver / Black","141.37","Asus PRIME B560M-A         (8)","https://es.pcpartpicker.com/product/ybjBD3/asus-prime-b560m-a-micro-atx-lga1200-motherboard-prime-b560m-a","null"
"1672962435-528","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/80de7f8f7b6f880f1064dc30f65359d7.256p.jpg","Asus PRIME H410M-K","Socket / CPULGA1200","Form FactorMicro ATX","64","2","ColorBlack","140.69","Asus PRIME H410M-K         (0)","https://es.pcpartpicker.com/product/KjDkcf/asus-prime-h410m-k-micro-atx-lga1200-motherboard-prime-h410m-k","null"
"1672962438-529","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/42c2a491984b12b4a2a22a63cbe1becf.256p.jpg","Biostar B460GTQ","Socket / CPULGA1200","Form FactorMicro ATX","128","4","ColorBlack","140.01","Biostar B460GTQ         (0)","https://es.pcpartpicker.com/product/63qBD3/biostar-b460gtq-micro-atx-lga1200-motherboard-b460gtq","null"
"1672962440-530","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/9ff7242b59122ddd64439dea6d70d194.256p.jpg","Asus PRIME B560-PLUS","Socket / CPULGA1200","Form FactorATX","128","4","ColorSilver / Black","139.34","Asus PRIME B560-PLUS         (4)","https://es.pcpartpicker.com/product/dLkWGX/asus-prime-b560-plus-atx-lga1200-motherboard-prime-b560-plus","null"
"1672962443-531","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","https://images-na.ssl-images-amazon.com/images/I/51VhPDOW2RL.jpg","ASRock Z270M Pro4","Socket / CPULGA1151","Form FactorMicro ATX","64","4","ColorBlack / White","139.19","ASRock Z270M Pro4         (4)","https://es.pcpartpicker.com/product/bqVBD3/asrock-z270m-pro4-micro-atx-lga1151-motherboard-z270m-pro4","null"
"1672962445-532","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","https://m.media-amazon.com/images/I/61g4HysNM2L.jpg","Gigabyte GA-78LMT-S2","Socket / CPUAM3+","Form FactorMicro ATX","16","2","ColorBlue / White","139.00","Gigabyte GA-78LMT-S2         (3)","https://es.pcpartpicker.com/product/pcw323/gigabyte-motherboard-ga78lmts2","null"
"1672962448-533","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/dec3061935ec099e0df452bced424dac.256p.jpg","Gigabyte B660M DS3H AX DDR4","Socket / CPULGA1700","Form FactorMicro ATX","128","4","ColorBlack","138.96","Gigabyte B660M DS3H AX DDR4         (5)","https://es.pcpartpicker.com/product/WNjBD3/gigabyte-b660m-ds3h-ax-ddr4-micro-atx-lga1700-motherboard-b660m-ds3h-ax-ddr4","null"
"1672962450-534","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/6589dc86615c173320d6187377bf211c.256p.jpg","MSI MAG Z490 TOMAHAWK","Socket / CPULGA1200","Form FactorATX","128","4","ColorBlack / Silver","137.55","MSI MAG Z490 TOMAHAWK         (15)","https://es.pcpartpicker.com/product/bLK2FT/msi-mag-z490-tomahawk-atx-lga1200-motherboard-mag-z490-tomahawk","null"
"1672962453-535","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/472d12f3f649d3c11155e02f9fd70e22.256p.jpg","ASRock B550M Pro4","Socket / CPUAM4","Form FactorMicro ATX","128","4","ColorSilver / Black","136.98","ASRock B550M Pro4         (29)","https://es.pcpartpicker.com/product/NT7p99/asrock-b550m-pro4-micro-atx-am4-motherboard-b550m-pro4","null"
"1672962455-536","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/5be07f4d5e1d91d779c39a7af8c9efa3.256p.jpg","MSI B560M PRO-VDH WIFI","Socket / CPULGA1200","Form FactorMicro ATX","128","4","ColorBlack","136.90","MSI B560M PRO-VDH WIFI         (9)","https://es.pcpartpicker.com/product/vsLFf7/msi-b560m-pro-vdh-wifi-micro-atx-lga1200-motherboard-b560m-pro-vdh-wifi","null"
"1672962458-537","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/d471823ff48e0d9d208d1ba1c95335e1.256p.jpg","Gigabyte B660M GAMING X DDR4","Socket / CPULGA1700","Form FactorMicro ATX","128","4","ColorBlack","136.36","Gigabyte B660M GAMING X DDR4         (0)","https://es.pcpartpicker.com/product/nbD7YJ/gigabyte-b660m-gaming-x-ddr4-micro-atx-lga1700-motherboard-b660m-gaming-x-ddr4","null"
"1672962460-538","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/0a2040e9a0b15e6bafffe9e54958b55d.256p.jpg","ASRock B560M Steel Legend","Socket / CPULGA1200","Form FactorMicro ATX","128","4","ColorSilver / Black","135.56","ASRock B560M Steel Legend         (1)","https://es.pcpartpicker.com/product/FTBG3C/asrock-b560m-steel-legend-micro-atx-lga1200-motherboard-b560m-steel-legend","null"
"1672962462-539","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/da31e47777c32420093b626447dc3dcd.256p.jpg","Gigabyte H610I DDR4","Socket / CPULGA1700","Form FactorMini ITX","64","2","ColorBlack / Gray","135.49","Gigabyte H610I DDR4         (0)","https://es.pcpartpicker.com/product/yhwypg/gigabyte-h610i-ddr4-mini-itx-lga1700-motherboard-h610i-ddr4","null"
"1672962465-540","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/0f3208d5ef7954c65ddf802fb5d82ae1.256p.jpg","ASRock A520M Phantom Gaming 4","Socket / CPUAM4","Form FactorMicro ATX","128","4","ColorBlack","134.74","ASRock A520M Phantom Gaming 4         (0)","https://es.pcpartpicker.com/product/8MJgXL/asrock-a520m-phantom-gaming-4-micro-atx-am4-motherboard-a520m-phantom-gaming-4","null"
"1672962467-541","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/01474866ff29a39312df5b76720d4b0f.256p.jpg","ASRock H410M-ITX/ac","Socket / CPULGA1200","Form FactorMini ITX","64","2","ColorBlack","134.35","ASRock H410M-ITX/ac         (0)","https://es.pcpartpicker.com/product/PY7p99/asrock-h410m-itxac-mini-itx-lga1200-motherboard-h410m-itxac","null"
"1672962470-542","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/b22b15a301bbfba8670a17c926e8669f.256p.jpg","Gigabyte B550M AORUS PRO-P","Socket / CPUAM4","Form FactorMicro ATX","128","4","ColorBlack","132.99","Gigabyte B550M AORUS PRO-P         (12)","https://es.pcpartpicker.com/product/2Bwkcf/gigabyte-b550m-aorus-pro-p-micro-atx-am4-motherboard-b550m-aorus-pro-p","null"
"1672962472-543","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","https://m.media-amazon.com/images/I/41soz8OD06L.jpg","Biostar B660MX-E PRO","Socket / CPULGA1700","Form FactorMicro ATX","128","4","ColorBlack / Silver","132.80","Biostar B660MX-E PRO         (0)","https://es.pcpartpicker.com/product/2gD7YJ/biostar-b660mx-e-pro-micro-atx-lga1700-motherboard-b660mx-e-pro","null"
"1672962475-544","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","https://images-na.ssl-images-amazon.com/images/I/61yFFncLfiL.jpg","Biostar TH55 XE","Socket / CPULGA1156","Form FactorMicro ATX","16","4","Color","132.25","Biostar TH55 XE         (0)","https://es.pcpartpicker.com/product/9Zbp99/biostar-motherboard-th55xe","null"
"1672962477-545","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/29ca827eff36903986ef1dd6df94327f.256p.jpg","ASRock B660 Pro RS","Socket / CPULGA1700","Form FactorATX","128","4","ColorGray / Black","132.18","ASRock B660 Pro RS         (1)","https://es.pcpartpicker.com/product/zXpzK8/asrock-b660-pro-rs-atx-lga1700-motherboard-b660-pro-rs","null"
"1672962480-546","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/3a708ded86d8f8c1f3f5091a1e5ff60b.256p.jpg","Gigabyte B450M DS3H V2","Socket / CPUAM4","Form FactorMicro ATX","128","4","ColorBlack","131.79","Gigabyte B450M DS3H V2         (8)","https://es.pcpartpicker.com/product/wbBhP6/gigabyte-b450m-ds3h-v2-micro-atx-am4-motherboard-b450m-ds3h-v2","null"
"1672962484-547","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/770175ce022baf1024e7c6e7b451b683.256p.jpg","MSI B350 TOMAHAWK ARCTIC","Socket / CPUAM4","Form FactorATX","64","4","ColorWhite","131.31","MSI B350 TOMAHAWK ARCTIC         (11)","https://es.pcpartpicker.com/product/3wbkcf/msi-b350-tomahawk-arctic-atx-am4-motherboard-b350-tomahawk-arctic","(11 Ratings, 4.3 Average)"
"1672962486-548","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","https://images-na.ssl-images-amazon.com/images/I/51zALayoDOL.jpg","ASRock Fatal1ty H270M Performance","Socket / CPULGA1151","Form FactorMicro ATX","64","4","ColorBlack / Red","131.08","ASRock Fatal1ty H270M Performance         (1)","https://es.pcpartpicker.com/product/8nM323/asrock-fatal1ty-h270m-performance-micro-atx-lga1151-motherboard-fatal1ty-h270m-performance","(1 Rating, 4.0 Average)"
"1672962488-549","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/5dd842664e7633f330f43db654431014.256p.jpg","Asus PRIME B660-PLUS D4","Socket / CPULGA1700","Form FactorATX","128","4","ColorSilver / Black","130.90","Asus PRIME B660-PLUS D4         (2)","https://es.pcpartpicker.com/product/32NxFT/asus-prime-b660-plus-d4-atx-lga1700-motherboard-prime-b660-plus-d4","(2 Ratings, 4.5 Average)"
"1672962491-550","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/0d28a9923e496c5868da49a0d6e58f0e.256p.jpg","Gigabyte B660 DS3H DDR4","Socket / CPULGA1700","Form FactorATX","128","4","ColorBlack","130.60","Gigabyte B660 DS3H DDR4         (0)","https://es.pcpartpicker.com/product/rdcG3C/gigabyte-b660-ds3h-ddr4-atx-lga1700-motherboard-b660-ds3h-ddr4","null"
"1672962493-551","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/43e34278f41aa002321e9e120a61bfac.256p.jpg","ASRock H410M/ac","Socket / CPULGA1200","Form FactorMicro ATX","64","2","ColorBlack","130.22","ASRock H410M/ac         (0)","https://es.pcpartpicker.com/product/dgH8TW/asrock-h410mac-micro-atx-lga1200-motherboard-h410mac","null"
"1672962495-552","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/b6196d5b8b72eb6bfb4d42ccd24d8b25.256p.jpg","ASRock B365M-HDV","Socket / CPULGA1151","Form FactorMicro ATX","32","2","ColorBlack / Silver","130.00","ASRock B365M-HDV         (2)","https://es.pcpartpicker.com/product/P9WBD3/asrock-b365m-hdv-micro-atx-lga1151-motherboard-b365m-hdv","(2 Ratings, 4.0 Average)"
"1672962498-553","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","https://m.media-amazon.com/images/I/51ZbEhVy4fL.jpg","ASRock H570 Phantom Gaming 4","Socket / CPULGA1200","Form FactorATX","128","4","ColorSilver / Black","128.50","ASRock H570 Phantom Gaming 4         (0)","https://es.pcpartpicker.com/product/ypGbt6/asrock-h570-phantom-gaming-4-atx-lga1200-motherboard-h570-phantom-gaming-4","null"
"1672962500-554","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/3d0183f7146432b70384e9235129adee.256p.jpg","ASRock B365M Phantom Gaming 4","Socket / CPULGA1151","Form FactorMicro ATX","128","4","ColorBlack / Red","128.47","ASRock B365M Phantom Gaming 4         (11)","https://es.pcpartpicker.com/product/bPrmP6/asrock-b365m-phantom-gaming-4-micro-atx-lga1151-motherboard-b365m-phantom-gaming-4","(11 Ratings, 4.6 Average)"
"1672962502-555","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/09d3314474cf5fefa2bd5c5941bb33b5.256p.jpg","Gigabyte B550 GAMING X V2","Socket / CPUAM4","Form FactorATX","128","4","ColorBlack","126.96","Gigabyte B550 GAMING X V2         (4)","https://es.pcpartpicker.com/product/KxFbt6/gigabyte-b550-gaming-x-v2-atx-am4-motherboard-b550-gaming-x-v2","(4 Ratings, 4.5 Average)"
"1672962505-556","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/b78a4d2aa4d50e061211af815e31e3b2.256p.jpg","Asus PRIME B550-PLUS","Socket / CPUAM4","Form FactorATX","128","4","ColorBlack / White","126.31","Asus PRIME B550-PLUS         (4)","https://es.pcpartpicker.com/product/TR848d/asus-prime-b550-plus-atx-am4-motherboard-prime-b550-plus","(4 Ratings, 4.2 Average)"
"1672962507-557","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/423fb6fe78af4acffee5d96a0407ae06.256p.jpg","Gigabyte B560M AORUS ELITE","Socket / CPULGA1200","Form FactorMicro ATX","128","4","ColorBlack","125.63","Gigabyte B560M AORUS ELITE         (0)","https://es.pcpartpicker.com/product/vKBG3C/gigabyte-b560m-aorus-elite-micro-atx-lga1200-motherboard-b560m-aorus-elite","null"
"1672962509-558","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/e17b78b80ad50c2c96668bb12c1f190e.256p.jpg","Asus TUF GAMING A520M-PLUS WIFI","Socket / CPUAM4","Form FactorMicro ATX","128","4","ColorBlack / Orange","125.48","Asus TUF GAMING A520M-PLUS WIFI         (0)","https://es.pcpartpicker.com/product/T6YmP6/asus-tuf-gaming-a520m-plus-wifi-micro-atx-am4-motherboard-tuf-gaming-a520m-plus-wifi","null"
"1672962512-559","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/d99f5c787c137193d68e3c6786f278c6.256p.jpg","MSI B365M-PRO-VH","Socket / CPULGA1151","Form FactorMicro ATX","32","2","ColorBlack","125.40","MSI B365M-PRO-VH         (0)","https://es.pcpartpicker.com/product/V9K2FT/msi-b365m-pro-vh-micro-atx-lga1151-motherboard-b365m-pro-vh","null"
"1672962514-560","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/aea2862953989b2ee04ab3608a0e8ef3.256p.jpg","ASRock B150 Gaming K4","Socket / CPULGA1151","Form FactorATX","64","4","ColorBlack / Red","125.38","ASRock B150 Gaming K4         (0)","https://es.pcpartpicker.com/product/LZfmP6/asrock-motherboard-b150gamingk4","null"
"1672962516-561","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/7f9f592447b8f0ca453780f12ee90143.256p.jpg","ASRock Fatal1ty B450 Gaming-ITX/ac","Socket / CPUAM4","Form FactorMini ITX","64","2","ColorBlack / Silver","125.12","ASRock Fatal1ty B450 Gaming-ITX/ac         (79)","https://es.pcpartpicker.com/product/N4jJ7P/asrock-fatal1ty-b450-gaming-itxac-mini-itx-am4-motherboard-b450-gaming-itxac","(79 Ratings, 4.6 Average)"
"1672962519-562","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/aefcd090c843c13ade52d1cbbde793b5.256p.jpg","ASRock B660M Pro RS","Socket / CPULGA1700","Form FactorMicro ATX","128","4","ColorGray / Black","123.84","ASRock B660M Pro RS         (1)","https://es.pcpartpicker.com/product/TZPQzy/asrock-b660m-pro-rs-micro-atx-lga1700-motherboard-b660m-pro-rs","null"
"1672962521-563","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/f316628bfd017d609ff393c8e1a6f1e5.256p.jpg","MSI B550M PRO","Socket / CPUAM4","Form FactorMicro ATX","64","2","ColorBlack","123.69","MSI B550M PRO         (0)","https://es.pcpartpicker.com/product/X3wypg/msi-b550m-pro-micro-atx-am4-motherboard-b550m-pro","null"
"1672962523-564","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/6cbb6a0540bba420a6ae9645161c48ab.256p.jpg","Biostar X370GT3","Socket / CPUAM4","Form FactorMicro ATX","64","4","ColorBlack / White","123.27","Biostar X370GT3         (1)","https://es.pcpartpicker.com/product/Nmp323/biostar-x370gt3-micro-atx-am4-motherboard-x370gt3","(1 Rating, 1.0 Average)"
"1672962525-565","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/53343f58edf63b5c340094218c05463b.256p.jpg","Asus Pro B460M-C/CSM","Socket / CPULGA1200","Form FactorMicro ATX","128","4","ColorGreen / Black","122.86","Asus Pro B460M-C/CSM         (0)","https://es.pcpartpicker.com/product/2J9tt6/asus-pro-b460m-ccsm-micro-atx-lga1200-motherboard-pro-b460m-ccsm","null"
"1672962528-566","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/ef5567af61e7015374ee976b865884a1.256p.jpg","MSI H310M PRO-VDH PLUS","Socket / CPULGA1151","Form FactorMicro ATX","32","2","ColorBlack","121.30","MSI H310M PRO-VDH PLUS         (2)","https://es.pcpartpicker.com/product/KWgzK8/msi-h310m-pro-vdh-plus-micro-atx-am4-motherboard-h310m-pro-vdh-plus","(2 Ratings, 4.0 Average)"
"1672962530-567","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/6c9653b8aa27154780b156cb51aec866.256p.jpg","MSI B350M MORTAR ARCTIC","Socket / CPUAM4","Form FactorMicro ATX","64","4","ColorWhite","121.28","MSI B350M MORTAR ARCTIC         (15)","https://es.pcpartpicker.com/product/nZdFf7/msi-b350m-mortar-arctic-micro-atx-am4-motherboard-b350m-mortar-arctic","(15 Ratings, 4.7 Average)"
"1672962532-568","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/dbfb02d6b58c68e437bd56d7426600eb.256p.jpg","ASRock Fatal1ty B450 GAMING K4","Socket / CPUAM4","Form FactorATX","64","4","ColorBlack / Silver","120.99","ASRock Fatal1ty B450 GAMING K4         (5)","https://es.pcpartpicker.com/product/Pq97YJ/asrock-fatal1ty-b450-gaming-k4-atx-am4-motherboard-b450-gaming-k4","(5 Ratings, 3.6 Average)"
"1672962534-569","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/46caf124c1c17a69d8be93063ee82037.256p.jpg","MSI PRO B550M-P GEN3","Socket / CPUAM4","Form FactorMicro ATX","128","4","ColorBlack","120.99","MSI PRO B550M-P GEN3         (0)","https://es.pcpartpicker.com/product/GGKKHx/msi-pro-b550m-p-gen3-micro-atx-am4-motherboard-pro-b550m-p-gen3","null"
"1672962537-570","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/6911dc7bbaf478ab2918045c79abeef4.256p.jpg","ASRock H510M-ITX/ac","Socket / CPULGA1200","Form FactorMini ITX","64","2","ColorSilver / Black","120.00","ASRock H510M-ITX/ac         (2)","https://es.pcpartpicker.com/product/MnH7YJ/asrock-h510m-itxac-mini-itx-lga1200-motherboard-h510m-itxac","(2 Ratings, 5.0 Average)"
"1672962539-571","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/465dcc18fe3fdea273824ce2724509f1.256p.jpg","MSI A320M-A PRO MAX","Socket / CPUAM4","Form FactorMicro ATX","32","2","ColorBlack","119.99","MSI A320M-A PRO MAX         (8)","https://es.pcpartpicker.com/product/TWJmP6/msi-a320m-a-pro-max-micro-atx-am4-motherboard-a320m-a-pro-max","(8 Ratings, 4.1 Average)"
"1672962541-572","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/877615dbade942fea044058c3ed19985.256p.jpg","ASRock H610M-HVS/M.2 R2.0","Socket / CPULGA1700","Form FactorMicro ATX","64","2","ColorBlack / Silver","119.96","ASRock H610M-HVS/M.2 R2.0         (0)","https://es.pcpartpicker.com/product/YTvdnQ/asrock-h610m-hvsm2-r20-micro-atx-lga1700-motherboard-h610m-hvsm2-r20","null"
"1672962544-573","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","https://m.media-amazon.com/images/I/51ZmqirNGmL.jpg","ASRock B460M-HDV","Socket / CPULGA1200","Form FactorMicro ATX","64","2","ColorBlack","119.68","ASRock B460M-HDV         (2)","https://es.pcpartpicker.com/product/cmvqqs/asrock-b460m-hdv-micro-atx-lga1200-motherboard-b460m-hdv","(2 Ratings, 3.5 Average)"
"1672962546-574","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/caccbe17a66ba120164dae6fb34ae435.256p.jpg","Gigabyte GA-A320M-H","Socket / CPUAM4","Form FactorMicro ATX","32","2","ColorBlack","119.00","Gigabyte GA-A320M-H         (2)","https://es.pcpartpicker.com/product/GZ848d/gigabyte-ga-a320m-h-micro-atx-am4-motherboard-ga-a320m-h","(2 Ratings, 3.5 Average)"
"1672962548-575","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","https://m.media-amazon.com/images/I/51x3-R4NQeL.jpg","Asus PRIME B660M-A D4","Socket / CPULGA1700","Form FactorMicro ATX","128","4","ColorSilver / Black","118.96","Asus PRIME B660M-A D4         (5)","https://es.pcpartpicker.com/product/yZPQzy/asus-prime-b660m-a-d4-micro-atx-lga1700-motherboard-prime-b660m-a-d4","(5 Ratings, 4.4 Average)"
"1672962551-576","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/380666e1f7715ebfaf5d020826aaa3b0.256p.jpg","MSI Z270 SLI","Socket / CPULGA1151","Form FactorATX","64","4","ColorBlack / Silver","118.83","MSI Z270 SLI         (4)","https://es.pcpartpicker.com/product/gGtWGX/msi-z270-sli-atx-lga1151-motherboard-z270-sli","(4 Ratings, 5.0 Average)"
