web-scraper-order,web-scraper-start-url,img-src,name,speed,modules,price/GB,color,First Word Latency,CAS latency,price,link,link-href,rating
"1672964728-1409","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/188ca8aa7060e38ebf19464564f3f8fb.256p.jpg","Patriot Signature Premium 8 GB","SpeedDDR4-2400","Modules1 x 8GB","Price / GB€3.544","ColorBlack","First Word Latency14.167 ns","CAS Latency17","28.35","Patriot Signature Premium 8 GB         (0)","https://es.pcpartpicker.com/product/NQCD4D/patriot-signature-premium-8-gb-1-x-8-gb-ddr4-2400-memory-psp48g240081h1","null"
"1672964730-1410","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/c58439df47a52aa213bb8ae295ce399f.256p.jpg","Kingston ValueRAM 8 GB","SpeedDDR4-2666","Modules1 x 8GB","Price / GB€3.544","ColorGreen / Black","First Word Latency14.254 ns","CAS Latency19","28.35","Kingston ValueRAM 8 GB         (4)","https://es.pcpartpicker.com/product/yRVD4D/kingston-valueram-8gb-1-x-8gb-ddr4-2666-memory-kvr26n19s88","(4 Ratings, 5.0 Average)"
"1672964732-1411","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/a991c66ec9e38e98fe41e6e15d88be06.256p.jpg","PNY Performance 4 GB","SpeedDDR4-2666","Modules1 x 4GB","Price / GB€7.122","ColorBlack","First Word Latency14.254 ns","CAS Latency19","28.49","PNY Performance 4 GB         (0)","https://es.pcpartpicker.com/product/gwkgXL/pny-performance-4-gb-1-x-4-gb-ddr4-2666-memory-mn4gsd42666","null"
"1672964735-1412","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/cd47f6eff4f0288dc9ba6e23b6313d04.256p.jpg","Patriot Signature Line 4 GB","SpeedDDR4-2666","Modules1 x 4GB","Price / GB€7.128","ColorGreen","First Word Latency14.254 ns","CAS Latency19","28.51","Patriot Signature Line 4 GB         (0)","https://es.pcpartpicker.com/product/zgVG3C/patriot-signature-line-4-gb-1-x-4-gb-ddr4-2666-cl19-memory-psd44g266681","null"
"1672964737-1413","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/8bd6ca4575dd0b40523a31db363d3259.256p.jpg","G.Skill Value 8 GB","SpeedDDR4-2666","Modules1 x 8GB","Price / GB€3.572","ColorBlack","First Word Latency14.254 ns","CAS Latency19","28.58","G.Skill Value 8 GB         (0)","https://es.pcpartpicker.com/product/TrYLrH/gskill-value-8gb-1-x-8gb-ddr4-2666-memory-f4-2666c19s-8gnt","null"
"1672964739-1414","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","https://m.media-amazon.com/images/I/315oQw5udhL.jpg","G.Skill Aegis 8 GB","SpeedDDR4-3000","Modules1 x 8GB","Price / GB€3.592","ColorBlack / Red","First Word Latency10.667 ns","CAS Latency16","28.74","G.Skill Aegis 8 GB         (27)","https://es.pcpartpicker.com/product/XJYWGX/gskill-aegis-8gb-1-x-8gb-ddr4-3000-memory-f4-3000c16s-8gisb","(27 Ratings, 4.7 Average)"
"1672964741-1415","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/cbff70f75b5d67c6c28fce5086628059.256p.jpg","Kingston FURY Beast 8 GB","SpeedDDR4-2666","Modules1 x 8GB","Price / GB€3.600","ColorBlack","First Word Latency12.003 ns","CAS Latency16","28.80","Kingston FURY Beast 8 GB         (0)","https://es.pcpartpicker.com/product/WjrRsY/kingston-fury-beast-8-gb-1-x-8-gb-ddr4-2666-cl16-memory-kf426c16bb8","null"
"1672964744-1416","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/e079525baa9891d1109194329e14aad7.256p.jpg","Corsair CMV4GX3M1A1333C9 4 GB","SpeedDDR3-1333","Modules1 x 4GB","Price / GB€7.235","ColorBlack / Silver","First Word Latency13.503 ns","CAS Latency9","28.94","Corsair CMV4GX3M1A1333C9 4 GB         (0)","https://es.pcpartpicker.com/product/ZzTmP6/corsair-memory-cmv4gx3m1a1333c9","null"
"1672964746-1417","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","https://m.media-amazon.com/images/I/31hKKN4dnKS.jpg","Silicon Power SP008GBLFU266X02 8 GB","SpeedDDR4-2666","Modules1 x 8GB","Price / GB€3.618","Color","First Word Latency14.254 ns","CAS Latency19","28.94","Silicon Power SP008GBLFU266X02 8 GB         (0)","https://es.pcpartpicker.com/product/9fqPxr/silicon-power-sp008gblfu266x02-8-gb-1-x-8-gb-ddr4-2666-cl19-memory-sp008gblfu266x02","null"
"1672964748-1418","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/addea77024fe70f7fb269d8e61482bcf.256p.jpg","Corsair CMSO4GX3M1C1600C11 4 GB","SpeedDDR3-1600","Modules1 x 4GB","Price / GB€7.247","ColorGreen","First Word Latency11.25 ns","CAS Latency9","28.99","Corsair CMSO4GX3M1C1600C11 4 GB         (0)","https://es.pcpartpicker.com/product/HwR48d/corsair-memory-cmso4gx3m1c1600c11","null"
"1672964751-1419","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/cbff70f75b5d67c6c28fce5086628059.256p.jpg","Kingston FURY Beast 4 GB","SpeedDDR4-2666","Modules1 x 4GB","Price / GB€7.247","ColorBlack","First Word Latency12.003 ns","CAS Latency16","28.99","Kingston FURY Beast 4 GB         (0)","https://es.pcpartpicker.com/product/bGZ9TW/kingston-fury-beast-4-gb-1-x-4-gb-ddr4-2666-cl16-memory-kf426c16bb4","null"
"1672964753-1420","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","https://m.media-amazon.com/images/I/31HXLUm6oIL.jpg","Kingston FURY Beast 8 GB","SpeedDDR4-3200","Modules1 x 8GB","Price / GB€3.624","ColorBlack","First Word Latency10 ns","CAS Latency16","28.99","Kingston FURY Beast 8 GB         (0)","https://es.pcpartpicker.com/product/PkbTwP/kingston-fury-beast-8-gb-1-x-8-gb-ddr4-3200-cl16-memory-kf432c16bb8","null"
"1672964755-1421","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","https://m.media-amazon.com/images/I/41L13MzZ7SL.jpg","Mushkin 991556 2 GB","SpeedDDR2-667","Modules1 x 2GB","Price / GB€14.515","ColorGreen","First Word Latency14.993 ns","CAS Latency5","29.03","Mushkin 991556 2 GB         (0)","https://es.pcpartpicker.com/product/Krbp99/mushkin-memory-991556","null"
"1672964757-1422","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/dafab4a598d4b96d3d554050556ccdd3.256p.jpg","Patriot Signature Line 8 GB","SpeedDDR4-2400","Modules1 x 8GB","Price / GB€3.636","ColorGreen / Black","First Word Latency14.167 ns","CAS Latency17","29.09","Patriot Signature Line 8 GB         (0)","https://es.pcpartpicker.com/product/zdRzK8/patriot-signature-line-8-gb-1-x-8-gb-ddr4-2400-memory-psd48g240081s","null"
"1672964760-1423","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/a605ea6152a035fa35f6f95f34ffabdc.256p.jpg","G.Skill Value 8 GB","SpeedDDR4-2400","Modules1 x 8GB","Price / GB€3.656","ColorBlack","First Word Latency14.167 ns","CAS Latency17","29.25","G.Skill Value 8 GB         (3)","https://es.pcpartpicker.com/product/vYdxFT/gskill-value-8gb-1-x-8gb-ddr4-2400-memory-f4-2400c17s-8gnt","(3 Ratings, 4.7 Average)"
"1672964762-1424","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/0f00cfb71f343f6ecb05aa627eef9093.256p.jpg","Kingston ValueRAM 4 GB","SpeedDDR4-3200","Modules1 x 4GB","Price / GB€7.340","Color","First Word Latency13.75 ns","CAS Latency22","29.36","Kingston ValueRAM 4 GB         (0)","https://es.pcpartpicker.com/product/mHmmP6/kingston-valueram-4-gb-1-x-4-gb-ddr4-3200-cl22-memory-kvr32s22s64","null"
"1672964764-1425","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","https://m.media-amazon.com/images/I/41nS66-orSL.jpg","G.Skill Ripjaws 8 GB","SpeedDDR3-1600","Modules1 x 8GB","Price / GB€3.689","Color","First Word Latency11.25 ns","CAS Latency9","29.51","G.Skill Ripjaws 8 GB         (0)","https://es.pcpartpicker.com/product/wCGkcf/gskill-memory-f31600c9s8grsl","null"
"1672964767-1426","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","https://m.media-amazon.com/images/I/31oY3RzJMtL.jpg","Mushkin Silverline 2 GB","SpeedDDR2-800","Modules1 x 2GB","Price / GB€14.775","ColorGray / Silver","First Word Latency12.5 ns","CAS Latency5","29.55","Mushkin Silverline 2 GB         (0)","https://es.pcpartpicker.com/product/HFDwrH/mushkin-memory-991760","null"
"1672964769-1427","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/bbd1b5915bf30a38724666b85cca277a.256p.jpg","G.Skill Aegis 8 GB","SpeedDDR4-2133","Modules1 x 8GB","Price / GB€3.712","ColorBlack / Red","First Word Latency14.065 ns","CAS Latency15","29.70","G.Skill Aegis 8 GB         (9)","https://es.pcpartpicker.com/product/YRvZxr/gskill-memory-f42133c15s8gis","(9 Ratings, 4.8 Average)"
"1672964771-1428","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","https://m.media-amazon.com/images/I/51ygRF7pGlL.jpg","G.Skill F3-8500CL7D-8GBSQ 8 GB","SpeedDDR3-1066","Modules2 x 4GB","Price / GB€3.714","ColorGreen","First Word Latency13.133 ns","CAS Latency7","29.71","G.Skill F3-8500CL7D-8GBSQ 8 GB         (0)","https://es.pcpartpicker.com/product/LfTmP6/gskill-memory-f38500cl7d8gbsq","null"
"1672964774-1429","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","https://images-fe.ssl-images-amazon.com/images/I/41aIMzyIdZL.jpg","Mushkin Essentials 4 GB","SpeedDDR3-1600","Modules1 x 4GB","Price / GB€7.473","ColorGreen","First Word Latency13.75 ns","CAS Latency11","29.89","Mushkin Essentials 4 GB         (0)","https://es.pcpartpicker.com/product/KX6BD3/mushkin-memory-992030","null"
"1672964776-1430","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/5f21e341c2a50733a541cc63978b018e.256p.jpg","G.Skill FA-8500CL7S-4GBSQ 4 GB","SpeedDDR3-1066","Modules1 x 4GB","Price / GB€7.475","ColorBlack / Green","First Word Latency13.133 ns","CAS Latency7","29.90","G.Skill FA-8500CL7S-4GBSQ 4 GB         (0)","https://es.pcpartpicker.com/product/xgR48d/gskill-memory-fa8500cl7s4gbsq","null"
"1672964778-1431","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/771821d5f2ed8a5dd915d0f14975d21a.med.256p.jpg","Corsair Mac Memory 4 GB","SpeedDDR3-1066","Modules1 x 4GB","Price / GB€7.497","ColorBlack / Green","First Word Latency13.133 ns","CAS Latency7","29.99","Corsair Mac Memory 4 GB         (0)","https://es.pcpartpicker.com/product/bpyFf7/corsair-memory-cmsa4gx3m1a1066c7","null"
"1672964780-1432","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/af4ed9b6b8d8b2eac4d239c8783fc18a.256p.jpg","Corsair Vengeance 4 GB","SpeedDDR3-1600","Modules1 x 4GB","Price / GB€7.497","ColorBlack / Yellow","First Word Latency11.25 ns","CAS Latency9","29.99","Corsair Vengeance 4 GB         (1)","https://es.pcpartpicker.com/product/Rnfp99/corsair-memory-cml4gx3m1a1600c9","(1 Rating, 5.0 Average)"
"1672964783-1433","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/777daceb96da84a4413c66a0b4cc8180.256p.jpg","Corsair XMS3 4 GB","SpeedDDR3-1600","Modules1 x 4GB","Price / GB€7.497","ColorBlack / Blue","First Word Latency11.25 ns","CAS Latency9","29.99","Corsair XMS3 4 GB         (1)","https://es.pcpartpicker.com/product/LXrG3C/corsair-memory-cmx4gx3m1a1600c9","(1 Rating, 5.0 Average)"
"1672964785-1434","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/f6e49369b7c704be33d72c33205ff29f.256p.jpg","Corsair XMS3 4 GB","SpeedDDR3-1333","Modules1 x 4GB","Price / GB€7.497","ColorBlack / White","First Word Latency13.503 ns","CAS Latency9","29.99","Corsair XMS3 4 GB         (2)","https://es.pcpartpicker.com/product/KGTmP6/corsair-memory-cmx4gx3m1a1333c9","(2 Ratings, 4.5 Average)"
"1672964787-1435","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/53a03f49ccb3188ff50ce33404defc5e.256p.jpg","Corsair Vengeance Performance 8 GB","SpeedDDR4-2666","Modules1 x 8GB","Price / GB€3.749","ColorBlack / Yellow","First Word Latency13.503 ns","CAS Latency18","29.99","Corsair Vengeance Performance 8 GB         (0)","https://es.pcpartpicker.com/product/xPKcCJ/corsair-vengeance-performance-8gb-1-x-8gb-ddr4-2666-memory-cmsx8gx4m1a2666c18","null"
"1672964790-1436","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/6ed9e0759dfe76f80966d7fc0d3ad1b8.256p.jpg","Corsair Vengeance 4 GB","SpeedDDR3-1600","Modules1 x 4GB","Price / GB€7.497","ColorBlack / Silver","First Word Latency11.25 ns","CAS Latency9","29.99","Corsair Vengeance 4 GB         (14)","https://es.pcpartpicker.com/product/gFNp99/corsair-memory-cmz4gx3m1a1600c9","(14 Ratings, 4.4 Average)"
"1672964792-1437","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","https://m.media-amazon.com/images/I/41+9rZqMI1L.jpg","Kingston Black 2 GB","SpeedDDR3-1600","Modules1 x 2GB","Price / GB€15.025","ColorBlue / Silver","First Word Latency11.25 ns","CAS Latency9","30.05","Kingston Black 2 GB         (0)","https://es.pcpartpicker.com/product/WCH323/kingston-memory-khx16c9b1b2","null"
"1672964794-1438","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","https://m.media-amazon.com/images/I/41QG3QX5RZL.jpg","Mushkin Essentials 4 GB","SpeedDDR3-1333","Modules1 x 4GB","Price / GB€7.548","ColorGreen","First Word Latency13.503 ns","CAS Latency9","30.19","Mushkin Essentials 4 GB         (2)","https://es.pcpartpicker.com/product/2DW9TW/mushkin-memory-991769","(2 Ratings, 4.5 Average)"
"1672964797-1439","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","https://images-na.ssl-images-amazon.com/images/I/41exZGEeqRL.jpg","Mushkin Essentials 4 GB","SpeedDDR3-1066","Modules1 x 4GB","Price / GB€7.548","ColorGreen","First Word Latency13.133 ns","CAS Latency7","30.19","Mushkin Essentials 4 GB         (0)","https://es.pcpartpicker.com/product/HnR48d/mushkin-memory-991644","null"
"1672964799-1440","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","https://m.media-amazon.com/images/I/41oAC-yPA0L.jpg","Mushkin 991643 2 GB","SpeedDDR3-1066","Modules1 x 2GB","Price / GB€15.095","ColorGreen","First Word Latency13.133 ns","CAS Latency7","30.19","Mushkin 991643 2 GB         (0)","https://es.pcpartpicker.com/product/yZbp99/mushkin-memory-991643","null"
"1672964801-1441","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","https://m.media-amazon.com/images/I/312EXCWBAlL.jpg","G.Skill Value 8 GB","SpeedDDR3-1333","Modules1 x 8GB","Price / GB€3.805","ColorBlack","First Word Latency13.503 ns","CAS Latency9","30.44","G.Skill Value 8 GB         (2)","https://es.pcpartpicker.com/product/Jp6BD3/gskill-memory-f310600cl9s8gbnt","(2 Ratings, 5.0 Average)"
"1672964803-1442","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","https://images-na.ssl-images-amazon.com/images/I/41exZGEeqRL.jpg","Mushkin 971643A 2 GB","SpeedDDR3-1066","Modules1 x 2GB","Price / GB€15.260","ColorBlack / Blue","First Word Latency13.133 ns","CAS Latency7","30.52","Mushkin 971643A 2 GB         (0)","https://es.pcpartpicker.com/product/ZdphP6/mushkin-memory-971643a","null"
"1672964806-1443","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/a09d39917b4457a14c4e93de1b2811bd.256p.jpg","G.Skill F3-10666CL9S-4GBSQ 4 GB","SpeedDDR3-1333","Modules1 x 4GB","Price / GB€7.673","ColorGreen","First Word Latency13.503 ns","CAS Latency9","30.69","G.Skill F3-10666CL9S-4GBSQ 4 GB         (0)","https://es.pcpartpicker.com/product/HbPfrH/gskill-memory-f310666cl9s4gbsq","null"
"1672964808-1444","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","https://m.media-amazon.com/images/I/312jtDwYXCL.jpg","G.Skill NT 4 GB","SpeedDDR4-2133","Modules1 x 4GB","Price / GB€7.673","ColorBlack","First Word Latency14.065 ns","CAS Latency15","30.69","G.Skill NT 4 GB         (2)","https://es.pcpartpicker.com/product/qx648d/gskill-memory-f42133c15s4gnt","(2 Ratings, 5.0 Average)"
"1672964810-1445","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/897d32aa11f4462641daa6c62d1322f5.256p.jpg","Corsair Vengeance LPX 8 GB","SpeedDDR4-3000","Modules1 x 8GB","Price / GB€3.856","ColorBlack","First Word Latency10.667 ns","CAS Latency16","30.85","Corsair Vengeance LPX 8 GB         (7)","https://es.pcpartpicker.com/product/TRF48d/corsair-vengeance-lpx-8gb-1-x-8gb-ddr4-3000-memory-cmk8gx4m1d3000c16","(7 Ratings, 5.0 Average)"
"1672964813-1446","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/1a21356246a241da5e8b257679efbd1d.256p.jpg","Kingston ValueRAM 8 GB","SpeedDDR4-3200","Modules1 x 8GB","Price / GB€3.860","Color","First Word Latency13.75 ns","CAS Latency22","30.88","Kingston ValueRAM 8 GB         (0)","https://es.pcpartpicker.com/product/8w4Ycf/kingston-valueram-8-gb-1-x-8-gb-ddr4-3200-cl22-memory-kvr32s22s68","null"
"1672964815-1447","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/decf37b4105b76b147f8c5db6f4cef33.256p.jpg","Kingston ValueRAM 8 GB","SpeedDDR4-3200","Modules1 x 8GB","Price / GB€3.860","Color","First Word Latency13.75 ns","CAS Latency22","30.88","Kingston ValueRAM 8 GB         (0)","https://es.pcpartpicker.com/product/Zw9tt6/kingston-valueram-8-gb-1-x-8-gb-ddr4-3200-cl22-memory-kvr32n22s68","null"
"1672964817-1448","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/aa71e57e82ee77bb854f18fbc21ea6d0.256p.jpg","Crucial CT8G4DFRA32A 8 GB","SpeedDDR4-3200","Modules1 x 8GB","Price / GB€3.869","ColorGreen","First Word Latency13.75 ns","CAS Latency22","30.95","Crucial CT8G4DFRA32A 8 GB         (0)","https://es.pcpartpicker.com/product/Kx7p99/crucial-ct8g4dfra32a-8-gb-1-x-8-gb-ddr4-3200-cl22-memory-ct8g4dfra32a","null"
"1672964820-1449","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","https://m.media-amazon.com/images/I/51zsLuZIQLL.jpg","G.Skill FA-1600C11S-4GSQ 4 GB","SpeedDDR3-1600","Modules1 x 4GB","Price / GB€7.745","ColorBlack / Green","First Word Latency13.75 ns","CAS Latency11","30.98","G.Skill FA-1600C11S-4GSQ 4 GB         (0)","https://es.pcpartpicker.com/product/4dphP6/gskill-memory-fa1600c11s4gsq","null"
"1672964822-1450","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","//cdna.pcpartpicker.com/static/forever/images/product/7fdc4acea2399b731ff370f8526ed187.256p.jpg","G.Skill NT 8 GB","SpeedDDR4-2400","Modules1 x 8GB","Price / GB€3.888","ColorBlack","First Word Latency12.5 ns","CAS Latency15","31.10","G.Skill NT 8 GB         (10)","https://es.pcpartpicker.com/product/mykwrH/gskill-memory-f42400c15s8gnt","(10 Ratings, 4.6 Average)"
"1672964824-1451","https://es.pcpartpicker.com/products/memory/#sort=-price&page=24","https://m.media-amazon.com/images/I/31hKKN4dnKS.jpg","Silicon Power SP008GBLFU320X02 8 GB","SpeedDDR4-3200","Modules1 x 8GB","Price / GB€3.930","Color","First Word Latency13.75 ns","CAS Latency22","31.44","Silicon Power SP008GBLFU320X02 8 GB         (0)","https://es.pcpartpicker.com/product/NRD7YJ/silicon-power-sp008gblfu320x02-8-gb-1-x-8-gb-ddr4-3200-cl22-memory-sp008gblfu320x02","null"
