web-scraper-order,web-scraper-start-url,img-src,name,speed,modules,price/GB,color,First Word Latency,CAS latency,price,link,link-href,rating
"1672967212-2464","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/236d72bed05b79da2d7ca1913832be84.256p.jpg","G.Skill Trident Z 16 GB","SpeedDDR4-3200","Modules2 x 8GB","Price / GB€7.737","ColorSilver / White","First Word Latency8.75 ns","CAS Latency14","123.80","G.Skill Trident Z 16 GB         (3)","https://es.pcpartpicker.com/product/cMVBD3/gskill-tridentz-series-16gb-2-x-8gb-ddr4-3200-memory-f4-3200c14d-16gtzsw","(3 Ratings, 5.0 Average)"
"1672967215-2465","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/a8ee4e88d64531f87c8b900443c175f7.256p.jpg","G.Skill Trident Z Royal 16 GB","SpeedDDR4-3600","Modules2 x 8GB","Price / GB€7.737","ColorSilver","First Word Latency10 ns","CAS Latency18","123.80","G.Skill Trident Z Royal 16 GB         (3)","https://es.pcpartpicker.com/product/ZHMwrH/gskill-trident-z-royal-16-gb-2-x-8-gb-ddr4-3600-memory-f4-3600c18d-16gtrs","(3 Ratings, 5.0 Average)"
"1672967217-2466","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/1047760c89770e8234e5fc0863cb7b10.256p.jpg","Corsair Vengeance RGB Pro SL 16 GB","SpeedDDR4-3600","Modules2 x 8GB","Price / GB€7.757","ColorBlack","First Word Latency8.889 ns","CAS Latency16","124.11","Corsair Vengeance RGB Pro SL 16 GB         (0)","https://es.pcpartpicker.com/product/rpRYcf/corsair-vengeance-rgb-pro-sl-16-gb-2-x-8-gb-ddr4-3600-cl16-memory-cmh16gx4m2z3600c16","null"
"1672967219-2467","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/04aa3bbbf295612cd8843466f90cf221.256p.jpg","HP B4U37AA 8 GB","SpeedDDR3-1600","Modules1 x 8GB","Price / GB€15.579","ColorBlack / Blue","First Word Latency13.75 ns","CAS Latency11","124.63","HP B4U37AA 8 GB         (1)","https://es.pcpartpicker.com/product/CKyFf7/hp-memory-b4u37aa","(1 Rating, 5.0 Average)"
"1672967222-2468","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/790b75b382ede478d617621c39a091e8.256p.jpg","G.Skill Ripjaws V 32 GB","SpeedDDR4-2666","Modules4 x 8GB","Price / GB€3.900","ColorBlack / Red","First Word Latency11.253 ns","CAS Latency15","124.80","G.Skill Ripjaws V 32 GB         (0)","https://es.pcpartpicker.com/product/BdmxFT/gskill-memory-f42666c15q32gvr","null"
"1672967224-2469","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/06c910e051e2374f96e4cca3f968e3f2.256p.jpg","Thermaltake TOUGHRAM RGB 16 GB","SpeedDDR4-3200","Modules2 x 8GB","Price / GB€7.800","ColorBlack / Silver","First Word Latency10 ns","CAS Latency16","124.80","Thermaltake TOUGHRAM RGB 16 GB         (2)","https://es.pcpartpicker.com/product/43NgXL/thermaltake-toughram-rgb-16-gb-2-x-8-gb-ddr4-3200-memory-r009d408gx2-3200c16a","(2 Ratings, 3.5 Average)"
"1672967226-2470","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","https://m.media-amazon.com/images/I/31Qx-My7C8L.jpg","Addlink Spider X4 16 GB","SpeedDDR4-3200","Modules2 x 8GB","Price / GB€7.812","ColorBlack","First Word Latency10 ns","CAS Latency16","124.99","Addlink Spider X4 16 GB         (0)","https://es.pcpartpicker.com/product/kvxRsY/addlink-spider-x4-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-ag8gb32c16x4ubx2","null"
"1672967229-2471","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","https://m.media-amazon.com/images/I/41rQw+pBMLL.jpg","Corsair Vengeance RGB Pro SL 32 GB","SpeedDDR4-3200","Modules2 x 16GB","Price / GB€3.906","ColorBlack","First Word Latency10 ns","CAS Latency16","124.99","Corsair Vengeance RGB Pro SL 32 GB         (2)","https://es.pcpartpicker.com/product/D8FKHx/corsair-vengeance-rgb-pro-sl-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-cmh32gx4m2e3200c16","(2 Ratings, 5.0 Average)"
"1672967231-2472","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/fac0715f6ed3f6a48dc1137d8b9c6605.256p.jpg","Kingston KVR21R15S4/8 8 GB","SpeedDDR4-2133","Modules1 x 8GB","Price / GB€15.625","ColorBlack / Green","First Word Latency14.065 ns","CAS Latency15","125.00","Kingston KVR21R15S4/8 8 GB         (0)","https://es.pcpartpicker.com/product/YbtWGX/kingston-memory-kvr21r15s48","null"
"1672967233-2473","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/aa34b3c28154431c4b8ebd2f90a647e4.256p.jpg","Crucial Ballistix 16 GB","SpeedDDR4-3200","Modules2 x 8GB","Price / GB€7.832","ColorBlack","First Word Latency10 ns","CAS Latency16","125.32","Crucial Ballistix 16 GB         (73)","https://es.pcpartpicker.com/product/BxTzK8/crucial-ballistix-16-gb-2-x-8-gb-ddr4-3200-memory-bl2k8g32c16u4b","(73 Ratings, 4.9 Average)"
"1672967235-2474","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","https://images-na.ssl-images-amazon.com/images/I/41JFFxjMZ5L.jpg","Patriot Viper 4 GB","SpeedDDR2-800","Modules2 x 2GB","Price / GB€31.433","ColorBlack / Silver","First Word Latency10 ns","CAS Latency4","125.73","Patriot Viper 4 GB         (0)","https://es.pcpartpicker.com/product/XsNp99/patriot-memory-pvs24g6400llk","null"
"1672967238-2475","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/5f09867b54e9ad932b4dd1bc767f6238.256p.jpg","Corsair Vengeance RGB Pro 32 GB","SpeedDDR4-3600","Modules2 x 16GB","Price / GB€3.931","ColorBlack","First Word Latency10 ns","CAS Latency18","125.78","Corsair Vengeance RGB Pro 32 GB         (65)","https://es.pcpartpicker.com/product/khmFf7/corsair-vengeance-rgb-pro-32-gb-2-x-16-gb-ddr4-3600-memory-cmw32gx4m2z3600c18","(65 Ratings, 4.8 Average)"
"1672967240-2476","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/69ce8b3f0bc80257d64783b143912e4e.256p.jpg","G.Skill Flare X 32 GB","SpeedDDR4-3200","Modules4 x 8GB","Price / GB€3.931","ColorBlack","First Word Latency10 ns","CAS Latency16","125.80","G.Skill Flare X 32 GB         (0)","https://es.pcpartpicker.com/product/cKXYcf/gskill-flare-x-32-gb-4-x-8-gb-ddr4-3200-memory-f4-3200c16q-32gfx","null"
"1672967242-2477","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/506bccde6382e2e814496ac931324a05.256p.jpg","Kingston Fury Renegade RGB 16 GB","SpeedDDR5-6400","Modules1 x 16GB","Price / GB€7.862","ColorSilver / Black","First Word Latency10 ns","CAS Latency32","125.80","Kingston Fury Renegade RGB 16 GB         (0)","https://es.pcpartpicker.com/product/wKjBD3/kingston-fury-renegade-rgb-16-gb-1-x-16-gb-ddr5-6400-cl32-memory-kf564c32rsa-16","null"
"1672967245-2478","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/b6d111351e56f32cd776e4cf8ce17e39.256p.jpg","Corsair Vengeance RGB RS 32 GB","SpeedDDR4-3200","Modules2 x 16GB","Price / GB€3.931","ColorBlack / Gray","First Word Latency10 ns","CAS Latency16","125.80","Corsair Vengeance RGB RS 32 GB         (1)","https://es.pcpartpicker.com/product/7tLFf7/corsair-vengeance-rgb-rs-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-cmg32gx4m2e3200c16","(1 Rating, 4.0 Average)"
"1672967247-2479","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","https://images-na.ssl-images-amazon.com/images/I/41nM54v449L.jpg","Kingston KVR16R11S8/4KF 4 GB","SpeedDDR3-1600","Modules1 x 4GB","Price / GB€31.500","ColorGreen","First Word Latency13.75 ns","CAS Latency11","126.00","Kingston KVR16R11S8/4KF 4 GB         (0)","https://es.pcpartpicker.com/product/2zbp99/kingston-memory-kvr16r11s84kf","null"
"1672967249-2480","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/62510aeedf6cf37e1abf9522e42d44f3.256p.jpg","ADATA XPG GAMMIX D10 16 GB","SpeedDDR4-3200","Modules2 x 8GB","Price / GB€7.888","ColorRed / Silver","First Word Latency10 ns","CAS Latency16","126.21","ADATA XPG GAMMIX D10 16 GB         (1)","https://es.pcpartpicker.com/product/DJGxFT/adata-xpg-gammix-d10-16gb-2-x-8gb-ddr4-3200-memory-ax4u320038g16-dr10","(1 Rating, 5.0 Average)"
"1672967251-2481","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","https://m.media-amazon.com/images/I/51APYZqEezL.jpg","G.Skill Ripjaws X + Turbulence II 8 GB","SpeedDDR3-1866","Modules2 x 4GB","Price / GB€15.777","ColorBlack / Red","First Word Latency9.646 ns","CAS Latency9","126.22","G.Skill Ripjaws X + Turbulence II 8 GB         (0)","https://es.pcpartpicker.com/product/Nfzv6h/gskill-memory-f314900cl9d8gbxld","null"
"1672967254-2482","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/150be4c1d3162fe6b477b665442e578d.256p.jpg","Kingston KVR16R11D8/8HB 8 GB","SpeedDDR3-1600","Modules1 x 8GB","Price / GB€15.791","ColorBlack / Green","First Word Latency13.75 ns","CAS Latency11","126.33","Kingston KVR16R11D8/8HB 8 GB         (0)","https://es.pcpartpicker.com/product/9TCrxr/kingston-memory-kvr16r11d88hb","null"
"1672967256-2483","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/5e83a446ee8d7d002266d6437f7c4dc5.256p.jpg","TEAMGROUP Night Hawk RGB 16 GB","SpeedDDR4-3200","Modules2 x 8GB","Price / GB€7.899","ColorBlack","First Word Latency10 ns","CAS Latency16","126.38","TEAMGROUP Night Hawk RGB 16 GB         (14)","https://es.pcpartpicker.com/product/MYs8TW/team-night-hawk-rgb-16gb-2-x-8gb-ddr4-3200-memory-tf1d416g3200hc16cdc01","(14 Ratings, 4.8 Average)"
"1672967258-2484","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","https://images-na.ssl-images-amazon.com/images/I/411Ayu5pDrL.jpg","G.Skill Ripjaws V 8 GB","SpeedDDR4-3200","Modules2 x 4GB","Price / GB€15.804","ColorBlack","First Word Latency10 ns","CAS Latency16","126.43","G.Skill Ripjaws V 8 GB         (5)","https://es.pcpartpicker.com/product/zgJkcf/gskill-memory-f43200c16d8gvk","(5 Ratings, 5.0 Average)"
"1672967261-2485","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/b33db74fb62ccc44e197db34293a9ea3.256p.jpg","TEAMGROUP T-Force Xtreem ARGB 16 GB","SpeedDDR4-3600","Modules2 x 8GB","Price / GB€7.916","ColorWhite","First Word Latency10 ns","CAS Latency18","126.66","TEAMGROUP T-Force Xtreem ARGB 16 GB         (2)","https://es.pcpartpicker.com/product/fpBG3C/team-t-force-xtreem-argb-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-tf13d416g3600hc18jdc01","(2 Ratings, 4.5 Average)"
"1672967263-2486","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","https://m.media-amazon.com/images/I/41dcQ8y0R-L.jpg","Corsair Vengeance RGB Pro SL 32 GB","SpeedDDR4-3200","Modules2 x 16GB","Price / GB€3.962","ColorBlack","First Word Latency10 ns","CAS Latency16","126.80","Corsair Vengeance RGB Pro SL 32 GB         (3)","https://es.pcpartpicker.com/product/WXmFf7/corsair-vengeance-rgb-pro-sl-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-cmh32gx4m2z3200c16","(3 Ratings, 4.7 Average)"
"1672967265-2487","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/bf83c901a35e4d1e3ea17f392262d8bd.256p.jpg","G.Skill Trident Z RGB 16 GB","SpeedDDR4-4000","Modules2 x 8GB","Price / GB€7.925","ColorBlack","First Word Latency9 ns","CAS Latency18","126.80","G.Skill Trident Z RGB 16 GB         (0)","https://es.pcpartpicker.com/product/Z3cRsY/gskill-trident-z-rgb-16-gb-2-x-8-gb-ddr4-4000-cl18-memory-f4-4000c18d-16gtzrb","null"
"1672967268-2488","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/d533fcdf27cb51bbb1962f120b719707.256p.jpg","Corsair Vengeance RGB RT 32 GB","SpeedDDR4-3200","Modules2 x 16GB","Price / GB€3.962","ColorBlack","First Word Latency10 ns","CAS Latency16","126.80","Corsair Vengeance RGB RT 32 GB         (0)","https://es.pcpartpicker.com/product/CJBG3C/corsair-vengeance-rgb-rt-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-cmn32gx4m2z3200c16","null"
"1672967270-2489","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","https://m.media-amazon.com/images/I/31hKKN4dnKS.jpg","Silicon Power SP032GBLFU266X02 32 GB","SpeedDDR4-2666","Modules1 x 32GB","Price / GB€3.964","Color","First Word Latency14.254 ns","CAS Latency19","126.84","Silicon Power SP032GBLFU266X02 32 GB         (0)","https://es.pcpartpicker.com/product/HwxRsY/silicon-power-sp032gblfu266x02-32-gb-1-x-32-gb-ddr4-2666-cl19-memory-sp032gblfu266x02","null"
"1672967272-2490","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/393cdc8e711f559e9ba3478d6abc9820.256p.jpg","Mushkin Redline 32 GB","SpeedDDR4-3200","Modules2 x 16GB","Price / GB€3.970","Color","First Word Latency13.75 ns","CAS Latency22","127.04","Mushkin Redline 32 GB         (0)","https://es.pcpartpicker.com/product/gG92FT/mushkin-redline-32-gb-2-x-16-gb-ddr4-3200-cl22-memory-mra4s320nnnf16gx2","null"
"1672967274-2491","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/f3a21731819c8f63912b2f6acc610318.256p.jpg","G.Skill Ripjaws 16 GB","SpeedDDR4-3200","Modules2 x 8GB","Price / GB€7.986","ColorBlack / Blue","First Word Latency11.25 ns","CAS Latency18","127.77","G.Skill Ripjaws 16 GB         (0)","https://es.pcpartpicker.com/product/xXndnQ/gskill-16gb-2-x-8gb-ddr4-3200-memory-f4-3200c18d-16grs","null"
"1672967278-2492","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","https://m.media-amazon.com/images/I/519TKdorysL.jpg","G.Skill Ripjaws 32 GB","SpeedDDR4-2666","Modules4 x 8GB","Price / GB€3.994","ColorRed","First Word Latency11.253 ns","CAS Latency15","127.80","G.Skill Ripjaws 32 GB         (1)","https://es.pcpartpicker.com/product/zLW9TW/gskill-memory-f42666c15q32grr","(1 Rating, 5.0 Average)"
"1672967281-2493","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/9b5ba5400deede3d510555b6f01fbc7d.256p.jpg","G.Skill Trident Z Royal 16 GB","SpeedDDR4-3200","Modules2 x 8GB","Price / GB€7.987","ColorGold","First Word Latency10 ns","CAS Latency16","127.80","G.Skill Trident Z Royal 16 GB         (3)","https://es.pcpartpicker.com/product/H6zkcf/gskill-trident-z-royal-16-gb-2-x-8-gb-ddr4-3200-memory-f4-3200c16d-16gtrg","(3 Ratings, 4.7 Average)"
"1672967283-2494","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","https://m.media-amazon.com/images/I/410IZHt25eL.jpg","Corsair Vengeance RGB Pro 32 GB","SpeedDDR4-3200","Modules2 x 16GB","Price / GB€3.994","ColorWhite","First Word Latency10 ns","CAS Latency16","127.80","Corsair Vengeance RGB Pro 32 GB         (2)","https://es.pcpartpicker.com/product/HycG3C/corsair-vengeance-rgb-pro-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-cmw32gx4m2e3200c16w","(2 Ratings, 5.0 Average)"
"1672967285-2495","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/cfd1630d3e8dde081fc44ff34101b8d0.256p.jpg","TEAMGROUP T-Force Delta RGB 32 GB","SpeedDDR4-3200","Modules2 x 16GB","Price / GB€4.000","ColorWhite","First Word Latency10 ns","CAS Latency16","127.99","TEAMGROUP T-Force Delta RGB 32 GB         (0)","https://es.pcpartpicker.com/product/fkBG3C/team-t-force-delta-rgb-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-tf4d432g3200hc16fdc01","null"
"1672967288-2496","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/1d421cb1cefa3bcbd61458f7d2ce5faf.256p.jpg","Corsair Vengeance LPX 8 GB","SpeedDDR4-2800","Modules2 x 4GB","Price / GB€16.000","ColorBlack / Yellow","First Word Latency11.429 ns","CAS Latency16","128.00","Corsair Vengeance LPX 8 GB         (0)","https://es.pcpartpicker.com/product/Hf98TW/corsair-memory-cmk8gx4m2a2800c16","null"
"1672967290-2497","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/7a07bc9c7d5e71cabcf1db87a4491ab0.256p.jpg","Patriot Viper 4 Blackout 32 GB","SpeedDDR4-3000","Modules2 x 16GB","Price / GB€4.007","ColorBlack","First Word Latency10.667 ns","CAS Latency16","128.22","Patriot Viper 4 Blackout 32 GB         (0)","https://es.pcpartpicker.com/product/4vPgXL/patriot-viper-4-blackout-32-gb-2-x-16-gb-ddr4-3000-cl16-memory-pvb432g300c6k","null"
"1672967292-2498","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/2883d4ecba36fa70bf035d830f68eb02.256p.jpg","Mushkin Redline 16 GB","SpeedDDR3-2133","Modules2 x 8GB","Price / GB€8.027","ColorBlack","First Word Latency9.376 ns","CAS Latency10","128.44","Mushkin Redline 16 GB         (0)","https://es.pcpartpicker.com/product/tZNxFT/mushkin-redline-16-gb-2-x-8-gb-ddr3-2133-cl10-memory-mrc3u213accw8gx2","null"
"1672967295-2499","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/e9e8e5d37908e4fd62c2ccee6a230b27.256p.jpg","G.Skill Trident Z 16 GB","SpeedDDR4-4133","Modules2 x 8GB","Price / GB€8.050","ColorBlack / White","First Word Latency9.194 ns","CAS Latency19","128.80","G.Skill Trident Z 16 GB         (0)","https://es.pcpartpicker.com/product/HkfhP6/gskill-trident-z-16gb-2-x-8gb-ddr4-4133-memory-f4-4133c19d-16gtzkw","null"
"1672967297-2500","https://es.pcpartpicker.com/products/memory/#sort=-price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/f52d92708d72fdee2156bd5667f15d01.256p.jpg","Corsair Vengeance RGB RT 32 GB","SpeedDDR4-3200","Modules2 x 16GB","Price / GB€4.025","ColorWhite / Black","First Word Latency10 ns","CAS Latency16","128.80","Corsair Vengeance RGB RT 32 GB         (0)","https://es.pcpartpicker.com/product/jXM48d/corsair-vengeance-rgb-rt-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-cmn32gx4m2z3200c16w","null"
"1672967303-2501","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/00963d6b0a92c53e1e3c5c6de47d238f.256p.jpg","G.Skill Trident Z RGB 32 GB","SpeedDDR4-3000","Modules2 x 16GB","Price / GB€4.025","ColorBlack","First Word Latency10.667 ns","CAS Latency16","128.80","G.Skill Trident Z RGB 32 GB         (17)","https://es.pcpartpicker.com/product/rRHRsY/gskill-trident-z-rgb-32gb-2-x-16gb-ddr4-3000-memory-f4-3000c16d-32gtzr","(17 Ratings, 4.7 Average)"
"1672967305-2502","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/b6d111351e56f32cd776e4cf8ce17e39.256p.jpg","Corsair Vengeance RGB RS 32 GB","SpeedDDR4-3600","Modules2 x 16GB","Price / GB€4.025","ColorBlack / Gray","First Word Latency10 ns","CAS Latency18","128.80","Corsair Vengeance RGB RS 32 GB         (3)","https://es.pcpartpicker.com/product/94Z9TW/corsair-vengeance-rgb-rs-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-cmg32gx4m2d3600c18","(3 Ratings, 5.0 Average)"
"1672967307-2503","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/be37129aae38237b7659087e5b358400.256p.jpg","Kingston Server Premier 32 GB","SpeedDDR4-3200","Modules1 x 32GB","Price / GB€4.025","Color","First Word Latency13.75 ns","CAS Latency22","128.80","Kingston Server Premier 32 GB         (0)","https://es.pcpartpicker.com/product/2pYmP6/kingston-server-premier-32-gb-1-x-32-gb-ddr4-3200-cl22-memory-ksm32ed832hc","null"
"1672967310-2504","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","https://m.media-amazon.com/images/I/51r9JlyAJ9L.jpg","Corsair Vengeance 8 GB","SpeedDDR3-1600","Modules2 x 4GB","Price / GB€16.105","ColorBlack / Blue","First Word Latency10 ns","CAS Latency8","128.84","Corsair Vengeance 8 GB         (11)","https://es.pcpartpicker.com/product/3mtCmG/corsair-memory-cmz8gx3m2x1600c8b","(11 Ratings, 4.9 Average)"
"1672967312-2505","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/a79f5d98275d75e320292a6d40a1dfd1.256p.jpg","TEAMGROUP T-Force Vulcan Z 16 GB","SpeedDDR4-2666","Modules2 x 8GB","Price / GB€8.062","ColorRed","First Word Latency13.503 ns","CAS Latency18","128.99","TEAMGROUP T-Force Vulcan Z 16 GB         (0)","https://es.pcpartpicker.com/product/dr22FT/team-t-force-vulcan-z-16-gb-2-x-8-gb-ddr4-2666-memory-tlzrd416g2666hc18hdc01","null"
"1672967314-2506","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","https://m.media-amazon.com/images/I/41vXyYWj2LL.jpg","Mushkin Blackline 16 GB","SpeedDDR3-1600","Modules2 x 8GB","Price / GB€8.062","ColorBlack","First Word Latency11.25 ns","CAS Latency9","129.00","Mushkin Blackline 16 GB         (0)","https://es.pcpartpicker.com/product/mHx9TW/mushkin-memory-997069f","null"
"1672967316-2507","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/6897c5705e8af6346df0b0d7ca98fd33.256p.jpg","Mushkin Redline Lumina 16 GB","SpeedDDR4-3600","Modules2 x 8GB","Price / GB€8.062","ColorWhite","First Word Latency8.889 ns","CAS Latency16","129.00","Mushkin Redline Lumina 16 GB         (0)","https://es.pcpartpicker.com/product/vM92FT/mushkin-redline-lumina-white-16-gb-2-x-8-gb-ddr4-3600-cl16-memory-mlb4c360gkkp8gx2","null"
"1672967319-2508","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","https://m.media-amazon.com/images/I/31ILUgsPGHL.jpg","Lexar Ares RGB 16 GB","SpeedDDR4-4000","Modules2 x 8GB","Price / GB€8.062","ColorWhite","First Word Latency9 ns","CAS Latency18","129.00","Lexar Ares RGB 16 GB         (0)","https://es.pcpartpicker.com/product/DNt9TW/lexar-ares-rgb-16-gb-2-x-8-gb-ddr4-4000-cl18-memory-ld4eu008g-r4000gdwa","null"
"1672967321-2509","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","https://m.media-amazon.com/images/I/41q2XCL0CvL.jpg","Kingston KVR1333D3D4R9S/4GED 4 GB","SpeedDDR3-1333","Modules1 x 4GB","Price / GB€32.367","ColorGreen","First Word Latency13.503 ns","CAS Latency9","129.47","Kingston KVR1333D3D4R9S/4GED 4 GB         (0)","https://es.pcpartpicker.com/product/kQFPxr/kingston-memory-kvr1333d3d4r9s4ged","null"
"1672967323-2510","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/9531bc8a9791fa338f78c722395d571d.256p.jpg","TEAMGROUP T-Force Delta RGB 16 GB","SpeedDDR4-3000","Modules2 x 8GB","Price / GB€8.107","ColorBlack","First Word Latency10.667 ns","CAS Latency16","129.71","TEAMGROUP T-Force Delta RGB 16 GB         (28)","https://es.pcpartpicker.com/product/PBPKHx/team-t-force-delta-rgb-16gb-2-x-8gb-ddr4-3000-memory-tf3d416g3000hc16cdc01","(28 Ratings, 4.6 Average)"
"1672967326-2511","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/400879ba32d2a76ef63e2bf44fa7808a.256p.jpg","Corsair Vengeance RGB Pro 16 GB","SpeedDDR4-4000","Modules2 x 8GB","Price / GB€8.113","ColorBlack","First Word Latency9 ns","CAS Latency18","129.80","Corsair Vengeance RGB Pro 16 GB         (1)","https://es.pcpartpicker.com/product/zn7p99/corsair-vengeance-rgb-pro-16-gb-2-x-8-gb-ddr4-4000-memory-cmw16gx4m2z4000c18","(1 Rating, 5.0 Average)"
"1672967328-2512","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/5081876bd5a7b4cb146ef23620b9a289.256p.jpg","TEAMGROUP Night Hawk RGB 16 GB","SpeedDDR4-3000","Modules2 x 8GB","Price / GB€8.119","ColorWhite","First Word Latency10.667 ns","CAS Latency16","129.90","TEAMGROUP Night Hawk RGB 16 GB         (7)","https://es.pcpartpicker.com/product/CnzZxr/team-night-hawk-rgb-16gb-2-x-8gb-ddr4-3000-memory-tf2d416g3000hc16cdc01","(7 Ratings, 4.6 Average)"
"1672967330-2513","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/92f125ce9c2c8a4901abea1bdb1b5d7a.256p.jpg","Kingston KVR16N11K2/16 16 GB","SpeedDDR3-1600","Modules2 x 8GB","Price / GB€8.119","ColorGreen","First Word Latency13.75 ns","CAS Latency11","129.90","Kingston KVR16N11K2/16 16 GB         (3)","https://es.pcpartpicker.com/product/9yh9TW/kingston-memory-kvr16n11k216","(3 Ratings, 5.0 Average)"
"1672967333-2514","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/d533fcdf27cb51bbb1962f120b719707.256p.jpg","Corsair Vengeance RGB RT 16 GB","SpeedDDR4-4000","Modules2 x 8GB","Price / GB€8.124","ColorBlack","First Word Latency9 ns","CAS Latency18","129.99","Corsair Vengeance RGB RT 16 GB         (0)","https://es.pcpartpicker.com/product/WZWzK8/corsair-vengeance-rgb-rt-16-gb-2-x-8-gb-ddr4-4000-cl18-memory-cmn16gx4m2z4000c18","null"
