web-scraper-order,web-scraper-start-url,img-src,name,capacity,price/GB,type,cache,form factor,interface,price,link,link-href,rating
"1673016756-733","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/a5e1830d17e9e0719ebf1f57f8dc1904.256p.jpg","ADATA Premium For PS5","Capacity1 TB","Price / GB€0.185","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","184.99","ADATA Premium For PS5         (0)","https://es.pcpartpicker.com/product/kXzhP6/adata-premium-for-ps5-1-tb-m2-2280-nvme-solid-state-drive-apsfg-1t-csus","null"
"1673016759-734","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/d9014ca0253160e4e279b516d09c784d.256p.jpg","Western Digital Ultrastar","Capacity8 TB","Price / GB€0.023","Type7200 RPM","Cache","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","184.95","Western Digital Ultrastar         (1)","https://es.pcpartpicker.com/product/KpbCmG/western-digital-ultrastar-8-tb-35-7200rpm-internal-hard-drive-hus728t8tale6l4","(1 Rating, 4.0 Average)"
"1673016761-735","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/3d021612f0ac6f98244ac6fca35c7f69.256p.jpg","Seagate Enterprise Performance","Capacity1.2 TB","Price / GB€0.154","Type10000 RPM","Cache128 MB","Form Factor3.5""","InterfaceSAS 12.0 Gb/s","184.55","Seagate Enterprise Performance         (0)","https://es.pcpartpicker.com/product/4xw7YJ/seagate-enterprise-performance-12-tb-35-10000rpm-internal-hard-drive-st1200mm0009","null"
"1673016763-736","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/5d5e56ad7fe519c6ea7dbe405cae6eb5.256p.jpg","Seagate Exos 7E10 512n","Capacity4 TB","Price / GB€0.046","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","184.49","Seagate Exos 7E10 512n         (0)","https://es.pcpartpicker.com/product/cRmmP6/seagate-exos-7e10-4-tb-35-7200rpm-internal-hard-drive-st4000nm000b","null"
"1673016765-737","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","https://m.media-amazon.com/images/I/514qOr2NXvL.jpg","Seagate ST500LT032","Capacity500 GB","Price / GB€0.369","Type5400 RPM","Cache16 MB","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","184.30","Seagate ST500LT032         (0)","https://es.pcpartpicker.com/product/Gnckcf/seagate-internal-hard-drive-st500lt032","null"
"1673016768-738","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/3f1519ba1df50f415e0e41dd05fac55d.256p.jpg","KIOXIA EXCERIA PLUS G2","Capacity1 TB","Price / GB€0.184","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","183.99","KIOXIA EXCERIA PLUS G2         (0)","https://es.pcpartpicker.com/product/FbM48d/kioxia-exceria-plus-g2-1-tb-m2-2280-nvme-solid-state-drive-lrd20z001tg8","null"
"1673016770-739","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/522ae2cd7bd2dc96b8fef35d250af682.256p.jpg","Seagate NAS HDD","Capacity1 TB","Price / GB€0.183","Type5900 RPM","Cache64 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","183.12","Seagate NAS HDD         (0)","https://es.pcpartpicker.com/product/tyKhP6/seagate-nas-hdd-1tb-35-5900rpm-internal-hard-drive-st1000vn000","null"
"1673016772-740","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","https://m.media-amazon.com/images/I/41+i9Dxj2YL.jpg","Seagate Constellation CS","Capacity3 TB","Price / GB€0.061","Type7200 RPM","Cache64 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","183.00","Seagate Constellation CS         (0)","https://es.pcpartpicker.com/product/qPZQzy/seagate-internal-hard-drive-st3000nc002","null"
"1673016774-741","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","https://m.media-amazon.com/images/I/31DAs+3PWbL.jpg","Samsung 990 Pro","Capacity1 TB","Price / GB€0.183","TypeSSD","Cache1024 MB","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","183.00","Samsung 990 Pro         (2)","https://es.pcpartpicker.com/product/FsqPxr/samsung-990-pro-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p1t0bw","(2 Ratings, 5.0 Average)"
"1673016777-742","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/e56fee327e6d72771db2dad0c6e4349f.256p.jpg","PNY XLR8 CS3040","Capacity1 TB","Price / GB€0.182","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","182.31","PNY XLR8 CS3040         (5)","https://es.pcpartpicker.com/product/B8FKHx/pny-xlr8-cs03040-1-tb-m2-2280-nvme-solid-state-drive-m280cs3040-1tb-rb","(5 Ratings, 4.8 Average)"
"1673016779-743","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","https://m.media-amazon.com/images/I/41a166o57LL.jpg","Seagate ST1000NX0363","Capacity1 TB","Price / GB€0.182","Type7200 RPM","Cache128 MB","Form Factor2.5""","InterfaceSAS 12.0 Gb/s","182.27","Seagate ST1000NX0363         (0)","https://es.pcpartpicker.com/product/fP38TW/seagate-internal-hard-drive-st1000nx0363","null"
"1673016781-744","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/83ab1ef55caa95aaa14c80342b31f074.256p.jpg","Samsung PM981","Capacity512 GB","Price / GB€0.355","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","182.00","Samsung PM981         (1)","https://es.pcpartpicker.com/product/GNMwrH/samsung-pm981-512-gb-m2-2280-solid-state-drive-mzvlb512hajq-00000","(1 Rating, 4.0 Average)"
"1673016784-745","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/3a9d75be0c9602f7ac4c34f0d8235f29.256p.jpg","Seagate Exos 7E10 512e/4Kn","Capacity4 TB","Price / GB€0.045","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","181.80","Seagate Exos 7E10 512e/4Kn         (0)","https://es.pcpartpicker.com/product/drbTwP/seagate-exos-7e10-512e4kn-4-tb-35-7200rpm-internal-hard-drive-st4000nm024b","null"
"1673016786-746","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","https://images-na.ssl-images-amazon.com/images/I/410j9Y5IlSL.jpg","Seagate ST3000DM002","Capacity3 TB","Price / GB€0.061","Type7200 RPM","Cache64 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","181.51","Seagate ST3000DM002         (0)","https://es.pcpartpicker.com/product/79Gj4D/seagate-internal-hard-drive-st3000dm002","null"
"1673016788-747","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","https://images-na.ssl-images-amazon.com/images/I/41SUf27lvfL.jpg","Samsung Spinpoint F1 DT","Capacity1 TB","Price / GB€0.181","Type7200 RPM","Cache32 MB","Form Factor3.5""","InterfaceSATA 3.0 Gb/s","181.00","Samsung Spinpoint F1 DT         (4)","https://es.pcpartpicker.com/product/Mqfp99/samsung-internal-hard-drive-hd103uj","(4 Ratings, 4.2 Average)"
"1673016791-748","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/925bc525a894eb8d7714544caf9fdae5.256p.jpg","Kingston SSDNow V300","Capacity120 GB","Price / GB€1.504","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","180.50","Kingston SSDNow V300         (5)","https://es.pcpartpicker.com/product/xWFPxr/kingston-internal-hard-drive-sv300s3n7a120g","(5 Ratings, 4.2 Average)"
"1673016793-749","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","https://images-na.ssl-images-amazon.com/images/I/41HuJhZjBPL.jpg","Seagate Barracuda Green","Capacity2 TB","Price / GB€0.090","Type5900 RPM","Cache64 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","180.00","Seagate Barracuda Green         (8)","https://es.pcpartpicker.com/product/BNh9TW/seagate-internal-hard-drive-st2000dl003","(8 Ratings, 5.0 Average)"
"1673016795-750","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","https://m.media-amazon.com/images/I/51LYl6kDa3L.jpg","Seagate BarraCuda","Capacity3 TB","Price / GB€0.060","Type7200 RPM","Cache64 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","180.00","Seagate BarraCuda         (98)","https://es.pcpartpicker.com/product/j28H99/seagate-barracuda-3-tb-35-7200rpm-internal-hard-drive-st3000dm008","(98 Ratings, 4.7 Average)"
"1673016797-751","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/b0da777f3bf3913426cf3119d69eef5f.256p.jpg","Seagate EXOS Enterprise","Capacity4 TB","Price / GB€0.045","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","179.99","Seagate EXOS Enterprise         (0)","https://es.pcpartpicker.com/product/t2mFf7/seagate-exos-enterprise-4-tb-35-7200rpm-internal-hard-drive-st4000nm002a","null"
"1673016800-752","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/bbb58cf4789c3989b437730692225b2c.256p.jpg","Toshiba N300","Capacity6 TB","Price / GB€0.030","Type7200 RPM","Cache","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","179.90","Toshiba N300         (0)","https://es.pcpartpicker.com/product/ZbbTwP/toshiba-n300-6-tb-35-7200rpm-internal-hard-drive-hdwg460uzsva","null"
"1673016802-753","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/0502d0e9177bf57189386f69ba859b0e.256p.jpg","Silicon Power A60","Capacity2 TB","Price / GB€0.090","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","179.28","Silicon Power A60         (0)","https://es.pcpartpicker.com/product/VxfFf7/silicon-power-a60-2-tb-m2-2280-nvme-solid-state-drive-sp002tbp34a60m28","null"
"1673016804-754","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/93ce4aac177fcf6c97b2c2fee4353283.256p.jpg","TEAMGROUP T-Force Cardea A440 Pro Special Series","Capacity1 TB","Price / GB€0.179","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","179.08","TEAMGROUP T-Force Cardea A440 Pro Special Series         (0)","https://es.pcpartpicker.com/product/2hQcCJ/teamgroup-t-force-cardea-a440-pro-special-series-1-tb-m2-2280-nvme-solid-state-drive-tm8fpy001t0c129","null"
"1673016807-755","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/e487f865f6fcaaf3e5787ef3fe475fa4.256p.jpg","Seagate FireCuda","Capacity4 TB","Price / GB€0.045","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","179.00","Seagate FireCuda         (0)","https://es.pcpartpicker.com/product/dq8bt6/seagate-firecuda-4-tb-35-7200rpm-internal-hard-drive-st4000dx005","null"
"1673016809-756","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/67e8a5989e6fe70dfbaf3b4b8d03c03a.256p.jpg","SanDisk SSD PLUS","Capacity2 TB","Price / GB€0.089","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","178.82","SanDisk SSD PLUS         (5)","https://es.pcpartpicker.com/product/FL3mP6/sandisk-ssd-plus-2-tb-25-solid-state-drive-sdssda-2t00-g26","(5 Ratings, 5.0 Average)"
"1673016811-757","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/90130d68ccfdc25acd8007d8c2970279.256p.jpg","Western Digital Green","Capacity2 TB","Price / GB€0.089","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","177.90","Western Digital Green         (0)","https://es.pcpartpicker.com/product/YG848d/western-digital-green-2-tb-25-solid-state-drive-wds200t2g0a","null"
"1673016813-758","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/9c2ac836dd818d06e832bf8cb44cff74.256p.jpg","Silicon Power UD70","Capacity1 TB","Price / GB€0.177","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","177.08","Silicon Power UD70         (0)","https://es.pcpartpicker.com/product/L4tKHx/silicon-power-ud70-1-tb-m2-2280-nvme-solid-state-drive-sp01kgbp34ud7005","null"
"1673016816-759","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","https://m.media-amazon.com/images/I/51kcr0BT3iL.jpg","ADATA XPG SX930","Capacity240 GB","Price / GB€0.737","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","176.86","ADATA XPG SX930         (1)","https://es.pcpartpicker.com/product/6L2rxr/a-data-internal-hard-drive-asx930ss3240gmc","(1 Rating, 5.0 Average)"
"1673016818-760","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/f8e9f0d8957ae41fc34ae62ae2ece25c.256p.jpg","Mushkin Vortex Redline","Capacity2 TB","Price / GB€0.088","TypeSSD","Cache1024 MB","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","176.80","Mushkin Vortex Redline         (0)","https://es.pcpartpicker.com/product/Fw4Ycf/mushkin-vortex-redline-2-tb-m2-2280-nvme-solid-state-drive-mknssdvt2tb-d8","null"
"1673016820-761","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/57d2486a70e981d639a9a4ab8209cfa2.256p.jpg","Western Digital Gold","Capacity4 TB","Price / GB€0.044","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","175.80","Western Digital Gold         (1)","https://es.pcpartpicker.com/product/jtn8TW/western-digital-gold-4-tb-35-7200rpm-internal-hard-drive-wd4003fryz","(1 Rating, 4.0 Average)"
"1673016823-762","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","https://m.media-amazon.com/images/I/41VT5SixL7L.jpg","MSI SPATIUM M480 PLAY","Capacity1 TB","Price / GB€0.176","TypeSSD","Cache1024 MB","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","175.80","MSI SPATIUM M480 PLAY         (0)","https://es.pcpartpicker.com/product/kdstt6/msi-spatium-m480-play-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-s78-440l680-p83","null"
"1673016825-763","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/70a8be8800166a72418c2958f18d0f0d.256p.jpg","TEAMGROUP T-Force Delta R RGB","Capacity1 TB","Price / GB€0.175","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","175.49","TEAMGROUP T-Force Delta R RGB         (0)","https://es.pcpartpicker.com/product/xPC48d/teamgroup-t-force-delta-r-rgb-1-tb-25-solid-state-drive-t253tr001t3c415","null"
"1673016827-764","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/1181de6bb1f33eb13aba4cab40a3d10c.256p.jpg","Acer Predator GM7000","Capacity1 TB","Price / GB€0.175","TypeSSD","Cache1024 MB","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","174.80","Acer Predator GM7000         (0)","https://es.pcpartpicker.com/product/GyZ9TW/acer-predator-gm7000-1-tb-m2-2280-nvme-solid-state-drive-bl9bwwr105","null"
"1673016829-765","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/21a6e4a8475780be1e7f9e654e4b1ac7.256p.jpg","Plextor M6V","Capacity256 GB","Price / GB€0.682","TypeSSD","Cache256 MB","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","174.64","Plextor M6V         (0)","https://es.pcpartpicker.com/product/txs8TW/plextor-m6v-256gb-25-solid-state-drive-px-256m6v","null"
"1673016832-766","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/3a7b9a069c847e509654192111742930.256p.jpg","Seagate FireCuda 520","Capacity1 TB","Price / GB€0.174","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","174.07","Seagate FireCuda 520         (7)","https://es.pcpartpicker.com/product/nfpmP6/seagate-firecuda-520-1-tb-m2-2280-nvme-solid-state-drive-zp1000gm3a002","(7 Ratings, 4.6 Average)"
"1673016834-767","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/8e423c192fcc76f37144617ee45c1435.256p.jpg","Seagate BarraCuda","Capacity500 GB","Price / GB€0.347","Type7200 RPM","Cache16 MB","Form Factor3.5""","InterfaceSATA 3.0 Gb/s","173.31","Seagate BarraCuda         (10)","https://es.pcpartpicker.com/product/mnV48d/seagate-internal-hard-drive-st3500641asrk","(10 Ratings, 3.9 Average)"
"1673016836-768","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","https://m.media-amazon.com/images/I/31m-HD-qlsL.jpg","ADATA XPG GAMMIX S11 Pro","Capacity2 TB","Price / GB€0.087","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","173.05","ADATA XPG GAMMIX S11 Pro         (3)","https://es.pcpartpicker.com/product/hWfFf7/adata-xpg-gammix-s11-pro-2-tb-m2-2280-nvme-solid-state-drive-agammixs11p-2tt-c","(3 Ratings, 5.0 Average)"
"1673016839-769","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/901b6d659ef88d6e82a12553f9a1eb17.256p.jpg","VisionTek PRO HXS","Capacity256 GB","Price / GB€0.675","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","172.91","VisionTek PRO HXS         (0)","https://es.pcpartpicker.com/product/Ynyqqs/visiontek-pro-hxs-256-gb-25-solid-state-drive-901296","null"
"1673016841-770","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","https://images-na.ssl-images-amazon.com/images/I/41q23fVWuGL.jpg","Seagate Constellation ES.3","Capacity1 TB","Price / GB€0.173","Type7200 RPM","Cache128 MB","Form Factor3.5""","InterfaceSAS 6.0 Gb/s","172.58","Seagate Constellation ES.3         (0)","https://es.pcpartpicker.com/product/7PPfrH/seagate-internal-hard-drive-st1000nm0063","null"
"1673016843-771","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","https://m.media-amazon.com/images/I/51BcRHnsL7L.jpg","Western Digital Green","Capacity4 TB","Price / GB€0.043","Type5900 RPM","Cache64 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","172.00","Western Digital Green         (16)","https://es.pcpartpicker.com/product/2pfp99/western-digital-internal-hard-drive-wd40ezrx","(16 Ratings, 4.5 Average)"
"1673016845-772","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/addc99cfc357264f36546dbbfab7c58c.256p.jpg","TEAMGROUP T-Force Cardea Zero Z340","Capacity1 TB","Price / GB€0.172","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","171.99","TEAMGROUP T-Force Cardea Zero Z340         (2)","https://es.pcpartpicker.com/product/g6wkcf/team-t-force-cardea-zero-z340-1-tb-m2-2280-nvme-solid-state-drive-tm8fp9001t0c311","(2 Ratings, 4.5 Average)"
"1673016848-773","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","https://images-eu.ssl-images-amazon.com/images/I/31Wj5Rc%2BJGL.jpg","ADATA XPG GAMMIX S11 Pro","Capacity1 TB","Price / GB€0.172","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","171.98","ADATA XPG GAMMIX S11 Pro         (14)","https://es.pcpartpicker.com/product/qBCD4D/adata-xpg-gammix-s11-pro-1-tb-m2-2280-solid-state-drive-agammixs11p-1tt-c","(14 Ratings, 4.7 Average)"
"1673016850-774","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","https://m.media-amazon.com/images/I/31nXTKlKQYL.jpg","Crucial P3 Plus","Capacity2 TB","Price / GB€0.086","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","171.80","Crucial P3 Plus         (2)","https://es.pcpartpicker.com/product/yGZ9TW/crucial-p3-plus-2-tb-m2-2280-nvme-solid-state-drive-ct2000p3pssd8","(2 Ratings, 5.0 Average)"
"1673016852-775","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/013a85e95fb77410caa6f0fc19590f1e.256p.jpg","Western Digital Blue SN550","Capacity2 TB","Price / GB€0.086","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","171.45","Western Digital Blue SN550         (9)","https://es.pcpartpicker.com/product/zNK2FT/western-digital-blue-sn550-2-tb-m2-2280-nvme-solid-state-drive-wds200t2b0c","(9 Ratings, 4.6 Average)"
"1673016854-776","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/1ecdf98d1bcacd4c6d7ffe4b79d79d92.256p.jpg","Seagate Exos 7E8","Capacity2 TB","Price / GB€0.085","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","170.85","Seagate Exos 7E8         (0)","https://es.pcpartpicker.com/product/KBhmP6/seagate-exos-7e8-2-tb-35-7200rpm-internal-hard-drive-st2000nm000a","null"
"1673016857-777","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/fd30724cfb544ff97b8ca7c229ffa516.256p.jpg","Seagate Constellation ES.3","Capacity4 TB","Price / GB€0.042","Type7200 RPM","Cache128 MB","Form Factor3.5""","InterfaceSAS 6.0 Gb/s","169.99","Seagate Constellation ES.3         (0)","https://es.pcpartpicker.com/product/6wdqqs/seagate-internal-hard-drive-st4000nm0023","null"
"1673016859-778","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","https://m.media-amazon.com/images/I/31YhaetmYJL.jpg","Patriot Viper VPN110","Capacity2 TB","Price / GB€0.085","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","169.99","Patriot Viper VPN110         (0)","https://es.pcpartpicker.com/product/q9vdnQ/patriot-viper-vpn110-2-tb-m2-2280-nvme-solid-state-drive-vpn110-2tbm28h","null"
"1673016861-779","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","https://m.media-amazon.com/images/I/41pBUwwHQ8L.jpg","ADATA Falcon","Capacity1 TB","Price / GB€0.170","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","169.55","ADATA Falcon         (2)","https://es.pcpartpicker.com/product/vfcRsY/adata-falcon-1-tb-m2-2280-nvme-solid-state-drive-afalcon-1t-c","(2 Ratings, 4.0 Average)"
"1673016864-780","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","https://m.media-amazon.com/images/I/51IzYxuTE3L.jpg","Western Digital Scorpio Black","Capacity750 GB","Price / GB€0.225","Type7200 RPM","Cache16 MB","Form Factor2.5""","InterfaceSATA 3.0 Gb/s","169.00","Western Digital Scorpio Black         (3)","https://es.pcpartpicker.com/product/Kdh9TW/western-digital-internal-hard-drive-wd7500bpkt","(3 Ratings, 4.3 Average)"
"1673016866-781","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/824cccd96f9bb0f84bb4efb829dab6b9.256p.jpg","Western Digital Black","Capacity512 GB","Price / GB€0.330","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","168.91","Western Digital Black         (12)","https://es.pcpartpicker.com/product/wjDzK8/western-digital-black-512gb-m2-2280-solid-state-drive-wds512g1x0c","(12 Ratings, 4.3 Average)"
"1673016868-782","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/b76335209ac689ef3ed00fdde8358acb.256p.jpg","TEAMGROUP MP33","Capacity2 TB","Price / GB€0.084","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","168.68","TEAMGROUP MP33         (3)","https://es.pcpartpicker.com/product/C3xbt6/team-mp33-2-tb-m2-2280-nvme-solid-state-drive-tm8fp6002t0c101","(3 Ratings, 5.0 Average)"
"1673016870-783","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/ae363212960ec9fd96680f4355bbc61a.256p.jpg","PNY CS3140","Capacity1 TB","Price / GB€0.168","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","168.29","PNY CS3140         (0)","https://es.pcpartpicker.com/product/YfD7YJ/pny-cs3140-1-tb-m2-2280-nvme-solid-state-drive-m280cs3140-1tb-rb","null"
"1673016873-784","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","https://images-eu.ssl-images-amazon.com/images/I/41nYPOtkWoL.jpg","Seagate ST500LM020","Capacity500 GB","Price / GB€0.336","TypeHybrid","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","168.19","Seagate ST500LM020         (2)","https://es.pcpartpicker.com/product/bqqbt6/seagate-internal-hard-drive-st500lm020","(2 Ratings, 4.0 Average)"
"1673016875-785","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","//cdna.pcpartpicker.com/static/forever/images/product/0e711f3edb98f9680cc528271201d8d2.256p.jpg","Western Digital Black SN750","Capacity1 TB","Price / GB€0.168","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","167.96","Western Digital Black SN750         (128)","https://es.pcpartpicker.com/product/QQrmP6/western-digital-wd_black-sn750-1-tb-m2-2280-nvme-solid-state-drive-wds100t3x0c","(128 Ratings, 4.9 Average)"
"1673016877-786","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=10","https://m.media-amazon.com/images/I/519Qe1lgaGL.jpg","Seagate BarraCuda","Capacity1 TB","Price / GB€0.168","Type7200 RPM","Cache32 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","167.81","Seagate BarraCuda         (92)","https://es.pcpartpicker.com/product/kLmLrH/seagate-internal-hard-drive-st31000524as","(92 Ratings, 4.4 Average)"
